,OBJECTID_x,TRACT,TRACTCE10,GEOID10,NAME10,NAMELSAD10_x,ACRES_TOTAL,WATER,SHAPE_Length,SHAPE_Area,OBJECTID_y,NAMELSAD10_y,ACRES_LAND,ACRES_WATER,TOTAL_POPULATION,MEDIAN_AGE,NOT_HISPANIC_LATINO_WHITE_ONE,PCT_NOTHISP_WHITE_ONE,NOTHISPLATINO_BLKAFRCNAMER_ONE,PCT_NOTHISP_BLACK_ONE,NOTHISPLATINO_AMINDALSKNTV_ONE,PCT_NOTHISP_AMIAK_ONE,NOTHISPLATINO_ASIAN_ONE,PCT_NOTHISP_ASIAN_ONE,NOTHISPLATINO_NHAWAIIOTHPI_ONE,PCT_NOTHISP_PI_ONE,NOTHISPLATINO_SOME_OTHER_ONE,PCT_NOTHISP_OTHER_ONE,NOTHISPLATINO_TWO_OR_MORE_RACE,PCT_NOTHISP_TWO_ONE,HISPANIC_OR_LATINO_OF_ANY_RACE,PCT_HISP_ANY_RACE,POPULATION_IN_HOUSEHOLDS,PCT_POP_IN_HH,POPULATION_IN_GQ,PCT_POP_IN_GQ,HOUSEHOLDS,FAMILY_HOUSEHOLDS,PCT_FAM_HH,NONFAMILY_HOUSEHOLDS,PCT_NON_FAM_HH,AVERAGE_HOUSEHOLD_SIZE,TOTAL_HOUSING_UNITS,OCCUPIED_HOUSING_UNITS,PCT_OCC_HU,VACANT_HOUSING_UNITS,PCT_VACANT_HU,OWNER_OCCUPIED_HOUSING_UNITS,PCT_OWN_OCC_HU,RENTER_OCCUPIED_HOUSING_UNITS,PCT_RENT_OCC_HU,HIGH_SCHOOL_GRADUATE,BACHELOR_DEGREE,PCNT_HIGHSCHOOL_GRAD_OR_HIGHER,PCT_BACHELOR_DEGREE_OR_HIGHER,POPULATION_5_YEARS_AND_OVER,SPEAK_ENGLISH_LESSTHANVERYWELL,PCT_SP_ENG_LESS_THAN_VERYWELL,MEDIAN_HH_INC_PAST_12MO_DOLLAR,PCT_POPULATION_UNDER_POVERTY,PCT_ALL_FAMILY_UNDER_POVERTY,POP_POVERTY_STATUS_DETERMINED,POP_200_PCT_BELOW_POVERTY,PCT_POP_200_PCT_BELOW_POVERTY,PERSON_OF_COLOR,POPULATION_UNDER_18,SPEAK_LANGUAGE_OTHTHAN_ENGLISH,PCT_SPEAK_OTH_THAN_ENGLISH,PCT_POP_UNDER_18,PCT_PERSON_OF_COLOR,HU_VALUE_LESS_THAN_50_000,HU_VALUE_50_000_TO_99_999,HU_VALUE_100_000_TO_149_999,HU_VALUE_150_000_TO_199_999,HU_VALUE_200_000_TO_299_999,HU_VALUE_300_000_TO_499_999,HU_VALUE_500_000_TO_999_999,HU_VALUE_1_000_000_OR_MORE,HU_VALUE_MEDIAN_DOLLARS,WITH_MORTGAGE_SMOCAPI_COMPUTED,WITH_MORTGAGE_SMOCAPI_LESS_20,WITHMORTGAGESMOCAPI_20_TO_24_9,WITHMORTGAGESMOCAPI_25_TO_29_9,WITHMORTGAGESMOCAPI_30_TO_34_9,WITHMORTGAGESMOCAPI_35_OR_MORE,WITHMORTGAGESMOCAPINOTCOMPUTED,MEDIAN_GROSS_RENT,RENT_GRAPI_COMPUTED,GRAPI_LESS_THAN_15_0,GRAPI_15_0_TO_19_9,GRAPI_20_0_TO_24_9,GRAPI_25_0_TO_29_9,GRAPI_30_0_TO_34_9,GRAPI_35_0_OR_MORE,GRAPI_NOT_COMPUTED,CIVILIAN_LABOR_FORCE,CIVILIAN_LABOR_FORCE_EMPLOYED,CIVILIAN_LABOR_FORCE_UNEMPLOYD,NOT_IN_LABOR_FORCE,HH_INCOME_LESS_THAN_10_000,HH_INCOME_10_000_TO_14_999,HH_INCOME_15_000_TO_24_999,HH_INCOME_25_000_TO_34_999,HH_INCOME_35_000_TO_49_999,HH_INCOME_50_000_TO_74_999,HH_INCOME_75_000_TO_99_999,HH_INCOME_100_000_TO_149_999,HH_INCOME_150_000_TO_199_999,HH_INCOME_200_000_OR_MORE,PERCENT_UNEMPLOYED,POP_DENSITY_ACRE,HU_DENSITY_ACRE,HH_DENSITY_ACRE,SHAPEAREA,SHAPELEN,PERCENT_GRAPI_35_OR_MORE,PERC_SMOCAPI_W_MORT_35_OR_MORE,income_quintile
100,144,9500,9500,53033009500,95.0,Census Tract 95,629.16234408,0,30363.888467265402,27406311.7079922,118,Census Tract 95,629.04596178,718.87798598,6614,43.6,4202,63.5,1165,17.6,12,0.2,604,9.1,0,0.0,57,0.9,329,5.0,245,3.7,6582,99.5,32,0.5,2708,1493,55.1,1215,44.9,2.43,2797,2708,96.8,89,3.2,1943,71.8,765,28.2,500,1415,92.8,61.4,6285,314,5.0,100714,10.9,6.7,6554,1638,25.0,2412,1371,1067,17.0,20.7,36.5,57,0,0,15,100,442,875,454,695600.0,1547,669,217,175,42,444,0,928.0,702,85,103,41,125,71,277,63,3971,3869,102,1356,270,0,193,169,224,360,134,447,326,585,2.6,10.51,4.45,4.3,0,0,39.5,28.7,second
101,145,10002,10002,53033010002,100.02,Census Tract 100.02,234.31099080000004,0,14049.2910188845,10206586.759262899,119,Census Tract 100.02,234.31192805,0.0,4817,35.3,1876,38.9,261,5.4,0,0.0,1398,29.0,14,0.3,86,1.8,261,5.4,921,19.1,4794,99.5,23,0.5,1859,1096,59.0,763,41.0,2.58,1965,1859,94.6,106,5.4,895,48.1,964,51.9,567,1021,83.3,44.7,4537,1167,25.7,70048,7.5,3.5,4800,1418,29.5,2941,905,1836,40.5,18.8,61.1,19,0,8,8,79,477,304,0,431000.0,571,189,143,81,51,107,0,1237.0,858,84,145,62,137,152,278,106,3024,2913,111,986,27,69,92,186,291,360,289,282,176,87,3.7,20.56,8.39,7.93,0,0,32.4,18.7,fourth
102,146,9400,9400,53033009400,94.0,Census Tract 94,425.76556057,0,19268.3852562003,18546347.8185206,121,Census Tract 94,425.76726364,0.0,6754,36.3,1957,29.0,589,8.7,112,1.7,2088,30.9,15,0.2,0,0.0,586,8.7,1407,20.8,6642,98.3,112,1.7,2696,1544,57.3,1152,42.7,2.46,2932,2696,92.0,236,8.0,1060,39.3,1636,60.7,780,1610,79.1,41.4,6393,1961,30.7,65633,20.0,20.9,6671,2320,34.8,4797,1117,3101,48.5,16.5,71.0,0,0,0,42,159,433,401,25,446900.0,758,218,189,51,55,245,0,969.0,1545,175,239,162,235,162,572,91,4143,3881,262,1610,372,247,124,143,242,579,255,358,218,158,6.3,15.86,6.89,6.33,0,0,37.0,32.3,fourth
103,147,8900,8900,53033008900,89.0,Census Tract 89,314.30114156,0,19330.3976072001,13690957.7263136,122,Census Tract 89,314.62111524,0.0,5729,36.7,2845,49.7,1367,23.9,43,0.8,643,11.2,0,0.0,0,0.0,538,9.4,293,5.1,5567,97.2,162,2.8,2380,1211,50.9,1169,49.1,2.34,2483,2380,95.9,103,4.1,1098,46.1,1282,53.9,462,1432,92.1,58.8,5400,328,6.1,87250,12.7,8.9,5603,1661,29.6,2884,929,985,18.2,16.2,50.3,15,0,13,22,65,400,453,130,534400.0,860,453,94,27,108,178,0,1594.0,1249,157,313,248,116,90,325,33,3604,3514,90,1296,61,147,113,183,116,337,359,451,213,400,2.5,18.21,7.89,7.56,0,0,26.0,20.7,middle
104,148,9000,9000,53033009000,90.0,Census Tract 90,202.79941598,0,13601.1893800814,8833942.560158802,123,Census Tract 90,202.80022718,0.0,3675,37.9,1332,36.2,1017,27.7,41,1.1,886,24.1,11,0.3,0,0.0,246,6.7,142,3.9,3469,94.4,206,5.6,1833,661,36.1,1172,63.9,1.89,1943,1833,94.3,110,5.7,449,24.5,1384,75.5,535,803,86.2,46.6,3452,787,22.8,47428,19.3,7.1,3560,1267,35.6,2343,518,1224,35.5,14.1,63.8,0,0,0,44,88,197,120,0,364700.0,375,162,69,93,19,32,0,1138.0,1350,108,143,202,137,275,485,34,2173,2062,111,1013,277,107,234,177,153,202,151,266,192,74,5.1,18.12,9.58,9.04,0,0,35.9,8.5,bottom
105,149,9100,9100,53033009100,91.0,Census Tract 91,103.49174734,0,10577.243379097199,4508100.51432887,124,Census Tract 91,103.49216131,0.0,2420,45.1,508,21.0,234,9.7,54,2.2,1370,56.6,0,0.0,0,0.0,155,6.4,99,4.1,2395,99.0,25,1.0,1527,470,30.8,1057,69.2,1.57,1773,1527,86.1,246,13.9,94,6.2,1433,93.8,407,510,66.7,29.7,2378,1112,46.8,31250,18.4,6.8,2395,1219,50.9,1912,233,1477,62.1,9.6,79.0,0,0,0,18,49,27,0,0,275000.0,37,11,17,0,0,9,0,678.0,1372,183,142,167,251,198,431,61,1453,1325,128,778,234,109,239,257,281,146,36,127,44,54,8.8,23.38,17.13,14.75,0,0,31.4,24.3,bottom
106,153,12100,12100,53033012100,121.0,Census Tract 121,422.29411280000005,0,25850.3223607035,18395131.553386103,290,Census Tract 121,422.29581562,345.82496913,2663,48.3,2030,76.2,98,3.7,18,0.7,68,2.6,117,4.4,0,0.0,88,3.3,244,9.2,2645,99.3,18,0.7,1176,836,71.1,340,28.9,2.25,1275,1176,92.2,99,7.8,1046,88.9,130,11.1,210,847,98.8,58.5,2543,23,0.9,115000,1.3,0.0,2619,87,3.3,633,515,220,8.7,19.3,23.8,0,7,0,0,62,407,452,118,538700.0,734,387,102,28,51,166,0,1433.0,125,7,51,26,10,0,31,5,1547,1490,57,628,0,0,21,54,76,213,157,214,193,248,3.7,6.31,3.02,2.78,0,0,24.8,22.6,top
107,154,12000,12000,53033012000,120.0,Census Tract 120,357.68454201,0,17328.030080088898,15580738.6500388,294,Census Tract 120,357.68597275,0.0,3615,41.1,2807,77.6,260,7.2,99,2.7,72,2.0,23,0.6,0,0.0,155,4.3,199,5.5,3615,100.0,0,0.0,1526,937,61.4,589,38.6,2.37,1589,1526,96.0,63,4.0,1213,79.5,313,20.5,489,834,96.2,52.0,3348,33,1.0,100855,6.0,2.6,3615,374,10.3,808,772,210,6.3,21.4,22.4,17,0,47,21,175,595,349,9,412500.0,918,431,146,119,66,156,0,1628.0,306,80,46,73,34,21,52,7,2198,2153,45,722,57,9,80,36,149,229,190,373,245,158,2.0,10.11,4.44,4.27,0,0,17.0,17.0,second
108,155,11402,11402,53033011402,114.02,Census Tract 114.02,293.09567789,0,17329.7364208416,12767247.729039099,301,Census Tract 114.02,293.11024196,0.0,4371,37.7,1914,43.8,433,9.9,54,1.2,567,13.0,116,2.7,96,2.2,264,6.0,927,21.2,4371,100.0,0,0.0,1993,1030,51.7,963,48.3,2.19,2056,1993,96.9,63,3.1,907,45.5,1086,54.5,600,765,82.5,36.8,4066,867,21.3,50377,14.1,9.9,4371,1524,34.9,2457,877,1644,40.4,20.1,56.2,0,0,11,117,331,326,122,0,298300.0,717,162,180,89,62,224,0,1059.0,981,63,84,145,193,77,419,105,2632,2379,253,944,281,19,264,162,261,388,204,344,25,45,9.6,14.91,7.01,6.8,0,0,42.7,31.2,bottom
109,156,11600,11600,53033011600,116.0,Census Tract 116,769.56875538,0,31928.9021557164,33522414.9845606,289,Census Tract 116,769.57179939,239.99146419,6899,46.0,5937,86.1,34,0.5,118,1.7,191,2.8,0,0.0,0,0.0,298,4.3,321,4.7,6829,99.0,70,1.0,3079,1763,57.3,1316,42.7,2.22,3231,3079,95.3,152,4.7,2210,71.8,869,28.2,573,1973,98.0,62.8,6444,103,1.6,103835,7.0,4.7,6868,972,14.2,962,1287,496,7.7,18.7,13.9,18,0,0,24,43,508,1444,173,635000.0,1654,619,321,237,83,394,15,1407.0,803,45,163,109,101,82,303,66,4066,4012,54,1660,111,47,210,198,151,369,377,686,337,593,1.3,8.96,4.2,4.0,0,0,37.7,23.8,second
110,157,11300,11300,53033011300,113.0,Census Tract 113,790.59093958,0,26299.447960612597,34438141.3281342,227,Census Tract 113,780.24004171,10.43278919,7054,38.1,3216,45.6,381,5.4,26,0.4,1269,18.0,18,0.3,0,0.0,1233,17.5,911,12.9,7029,99.6,25,0.4,3012,1553,51.6,1459,48.4,2.33,3052,3012,98.7,40,1.3,1369,45.5,1643,54.5,818,1062,86.9,29.4,6660,1019,15.3,55000,7.5,6.6,7021,2240,31.9,3838,1555,1851,27.8,22.0,54.4,0,0,0,75,443,725,113,13,338200.0,1035,418,252,95,26,244,0,1117.0,1643,81,139,137,67,275,944,0,4018,3873,145,1607,82,209,331,336,355,569,412,373,195,150,3.6,9.04,3.91,3.86,0,0,57.5,23.6,bottom
111,158,11500,11500,53033011500,115.0,Census Tract 115,380.13436072,0,19887.308936324698,16558652.7528892,297,Census Tract 115,380.13588126,0.0,4421,39.0,3420,77.4,212,4.8,0,0.0,403,9.1,0,0.0,8,0.2,201,4.5,177,4.0,4421,100.0,0,0.0,1981,1163,58.7,818,41.3,2.23,2074,1981,95.5,93,4.5,1423,71.8,558,28.2,507,1234,96.4,53.7,4135,156,3.8,90701,6.1,3.9,4414,529,12.0,1001,787,447,10.8,17.8,22.6,35,0,0,20,195,846,309,18,410600.0,1115,449,229,180,49,208,0,1290.0,550,106,85,96,100,11,152,8,2976,2856,120,685,9,24,103,86,269,304,268,452,288,178,4.0,11.63,5.46,5.21,0,0,27.6,18.7,middle
112,159,11401,11401,53033011401,114.01,Census Tract 114.01,304.7141776,0,17478.0591080378,13273349.5763511,306,Census Tract 114.01,304.71539646,0.0,4253,34.8,1778,41.8,824,19.4,29,0.7,489,11.5,7,0.2,22,0.5,309,7.3,795,18.7,4253,100.0,0,0.0,1741,981,56.3,760,43.7,2.44,1948,1741,89.4,207,10.6,895,51.4,846,48.6,608,549,87.4,28.8,4154,593,14.3,62090,15.2,14.8,4253,1450,34.1,2475,821,1113,26.8,19.3,58.2,22,0,13,56,270,375,159,0,333400.0,661,163,49,93,103,253,34,1365.0,824,66,112,142,88,124,292,22,2568,2413,155,975,136,26,113,131,303,375,220,341,60,36,6.0,13.96,6.39,5.71,0,0,35.4,38.3,fourth
113,160,10800,10800,53033010800,108.0,Census Tract 108,1000.66749921,0,37967.9949837691,43589076.265393704,307,Census Tract 108,987.32241459,81.69822817,4970,37.8,2360,47.5,538,10.8,0,0.0,1144,23.0,109,2.2,0,0.0,333,6.7,486,9.8,4941,99.4,29,0.6,1861,1210,65.0,651,35.0,2.66,1882,1861,98.9,21,1.1,1298,69.7,563,30.3,573,1156,96.6,50.8,4617,279,6.0,85885,11.9,9.5,4885,1363,27.9,2610,1074,934,20.2,21.6,52.5,16,6,11,72,223,719,251,0,374000.0,1081,459,208,122,64,228,5,1487.0,545,24,11,76,102,93,239,18,2757,2560,197,1204,77,102,114,103,191,211,263,469,195,136,7.1,5.03,1.91,1.88,0,0,43.9,21.1,middle
114,161,10701,10701,53033010701,107.01,Census Tract 107.01,359.89033058,0,21916.754549041,15676822.799857,304,Census Tract 107.01,358.98637602,0.90539412,3736,33.5,1647,44.1,1181,31.6,0,0.0,407,10.9,127,3.4,0,0.0,122,3.3,252,6.7,3687,98.7,49,1.3,1478,821,55.5,657,44.5,2.49,1584,1478,93.3,106,6.7,633,42.8,845,57.2,364,593,90.1,38.8,3263,438,13.4,62826,23.9,20.1,3687,1543,41.8,2089,1017,1032,31.6,27.2,55.9,18,0,8,17,164,215,202,9,371600.0,587,165,103,91,90,138,0,1131.0,807,59,101,73,173,90,311,38,2141,1848,293,606,114,110,152,124,126,244,195,231,54,128,13.7,10.41,4.41,4.12,0,0,38.5,23.5,fourth
115,162,10600,10600,53033010600,106.0,Census Tract 106,624.10897718,0,29931.0495374852,27186187.045756,288,Census Tract 106,624.11096486,201.91993814,8328,42.4,6383,76.6,253,3.0,68,0.8,551,6.6,16,0.2,31,0.4,420,5.0,606,7.3,8318,99.9,10,0.1,3744,2181,58.3,1563,41.7,2.22,3890,3744,96.2,146,3.8,2425,64.8,1319,35.2,724,2606,95.7,58.9,7690,412,5.4,90306,5.3,2.4,8298,1201,14.5,1945,1527,821,10.7,18.3,23.4,16,11,0,14,170,712,1200,302,573300.0,1691,705,277,236,130,343,0,1315.0,1270,127,233,233,179,112,386,49,5049,4843,206,1898,97,20,224,168,410,698,398,840,345,544,4.1,13.34,6.23,6.0,0,0,30.4,20.3,middle
116,163,10702,10702,53033010702,107.02,Census Tract 107.02,193.9028761,0,15550.319661301399,8446409.28275329,302,Census Tract 107.02,193.90365171,0.0,4600,31.5,1356,29.5,1708,37.1,0,0.0,813,17.7,0,0.0,6,0.1,306,6.7,411,8.9,4594,99.9,6,0.1,1547,1099,71.0,448,29.0,2.97,1639,1547,94.4,92,5.6,575,37.2,972,62.8,360,592,75.4,32.6,4052,1032,25.5,41416,33.6,34.5,4599,2682,58.3,3244,1478,2014,49.7,32.1,70.5,14,0,0,6,109,323,123,0,377300.0,502,174,118,74,41,95,7,557.0,964,139,52,106,192,83,392,8,2044,1846,198,1228,151,190,180,132,251,142,103,183,137,78,9.7,23.72,8.45,7.98,0,0,40.7,18.9,bottom
117,164,10500,10500,53033010500,105.0,Census Tract 105,424.49720058,0,19150.973779340802,18491098.0571421,293,Census Tract 105,424.49889857,0.0,7468,40.2,5856,78.4,141,1.9,17,0.2,670,9.0,0,0.0,0,0.0,507,6.8,277,3.7,7257,97.2,211,2.8,3963,1642,41.4,2321,58.6,1.83,4246,3963,93.3,283,6.7,1715,43.3,2248,56.7,753,2021,95.6,60.4,7250,181,2.5,77760,6.6,0.7,7240,1112,15.4,1612,862,845,11.7,11.5,21.6,23,0,22,24,100,682,864,0,502700.0,1299,603,272,95,85,244,19,1533.0,2161,136,281,308,410,285,741,87,5043,4831,212,1581,249,55,273,306,339,688,550,645,446,412,4.2,17.59,10.0,9.34,0,0,34.3,18.8,middle
118,165,9900,9900,53033009900,99.0,Census Tract 99,1612.58200155,0,64638.7574652728,70244071.9876864,303,Census Tract 99,1612.60365924,565.03264683,5675,36.7,4224,74.4,136,2.4,0,0.0,517,9.1,0,0.0,0,0.0,312,5.5,486,8.6,5658,99.7,17,0.3,2858,1412,49.4,1446,50.6,1.98,2978,2858,96.0,120,4.0,1478,51.7,1380,48.3,417,1957,96.9,60.8,5345,299,5.6,75000,8.7,8.1,5675,882,15.5,1451,818,641,12.0,14.4,25.6,33,17,0,180,222,599,414,13,368300.0,1185,487,176,129,78,315,0,1305.0,1380,169,109,348,187,190,377,0,3992,3710,282,913,102,73,161,130,364,599,323,570,361,175,7.1,3.52,1.85,1.77,0,0,27.3,26.6,middle
119,167,9702,9702,53033009702,97.02,Census Tract 97.02,548.3270524000001,0,28387.515208492798,23885126.4027095,292,Census Tract 97.02,548.32924572,0.0,5551,42.4,4596,82.8,16,0.3,15,0.3,235,4.2,0,0.0,84,1.5,356,6.4,249,4.5,5527,99.6,24,0.4,2358,1461,62.0,897,38.0,2.34,2421,2358,97.4,63,2.6,2064,87.5,294,12.5,394,1858,98.2,68.6,5206,48,0.9,114741,4.8,2.4,5538,516,9.3,955,1346,324,6.2,24.2,17.2,40,0,0,0,32,709,1231,52,568700.0,1686,647,262,205,165,407,0,1694.0,273,9,35,60,0,0,169,21,3048,3013,35,1290,66,18,167,178,176,145,228,672,354,354,1.1,10.12,4.42,4.3,0,0,61.9,24.1,top
120,168,9701,9701,53033009701,97.01,Census Tract 97.01,442.86378251,0,29764.5675626062,19291146.3660631,287,Census Tract 97.01,442.86555513,397.96173347,6254,45.1,4905,78.4,122,2.0,33,0.5,388,6.2,0,0.0,0,0.0,281,4.5,525,8.4,6227,99.6,27,0.4,3099,1643,53.0,1456,47.0,2.01,3205,3099,96.7,106,3.3,1704,55.0,1395,45.0,386,2090,98.4,67.0,5952,167,2.8,106821,3.8,1.2,6222,710,11.4,1349,1028,811,13.6,16.4,21.6,18,0,37,97,38,289,888,337,649200.0,1268,581,207,112,82,286,0,1271.0,1346,396,87,226,138,192,307,49,3861,3791,70,1452,70,20,136,202,306,433,212,641,523,556,1.8,14.12,7.24,7.0,0,0,22.8,22.6,top
121,169,9800,9800,53033009800,98.0,Census Tract 98,477.0565525,0,19647.3666991524,20780583.42673,296,Census Tract 98,477.05846073,0.0,7326,40.8,6183,84.4,36,0.5,0,0.0,483,6.6,0,0.0,0,0.0,269,3.7,355,4.8,7279,99.4,47,0.6,3127,1863,59.6,1264,40.4,2.33,3255,3127,96.1,128,3.9,2216,70.9,911,29.1,611,2178,98.2,60.6,6986,87,1.2,105110,7.0,4.3,7326,954,13.0,1143,1508,350,5.0,20.6,15.6,18,0,0,14,120,700,1299,65,556500.0,1640,649,403,204,149,235,17,1201.0,843,155,157,98,134,162,137,68,4211,4124,87,1687,80,76,138,25,424,481,312,453,628,510,2.1,15.36,6.82,6.55,0,0,16.3,14.3,second
122,170,9600,9600,53033009600,96.0,Census Tract 96,452.88800862,0,20839.4472978477,19727801.6556613,291,Census Tract 96,452.88985087,334.63084827,5783,48.4,4775,82.6,75,1.3,11,0.2,321,5.6,0,0.0,0,0.0,315,5.4,286,4.9,5655,97.8,128,2.2,2789,1543,55.3,1246,44.7,2.03,3161,2789,88.2,372,11.8,1442,51.7,1347,48.3,389,1639,95.5,64.2,5539,114,2.1,92888,2.4,1.0,5683,575,10.1,1008,918,481,8.7,15.9,17.4,30,0,0,0,19,209,869,315,699600.0,1034,461,123,213,29,208,12,1430.0,1285,140,235,236,117,82,475,62,3392,3272,120,1633,26,43,298,229,175,359,355,345,434,525,3.5,12.77,6.98,6.16,0,0,37.0,20.1,middle
123,171,8001,8001,53033008001,80.01,Census Tract 80.01,120.23497868,0,19254.6338660012,5237435.67129053,88,Census Tract 80.01,120.23569211,0.0,6538,35.1,3791,58.0,510,7.8,20,0.3,1620,24.8,0,0.0,53,0.8,207,3.2,337,5.2,6436,98.4,102,1.6,4507,1183,26.2,3324,73.8,1.43,4934,4507,91.3,427,8.7,1184,26.3,3323,73.7,517,2205,98.0,76.2,6457,96,1.5,98250,10.0,0.0,6538,1214,18.6,2747,199,1531,23.7,3.0,42.0,32,0,0,0,160,518,378,96,456300.0,977,430,150,163,100,134,0,1651.0,3132,828,620,341,279,358,706,191,5101,4827,274,1159,438,226,247,173,250,317,620,871,448,917,5.4,54.38,41.04,37.48,0,0,22.5,13.7,second
124,172,8002,8002,53033008002,80.02,Census Tract 80.02,56.59967958,0,8018.58561793979,2465482.04270394,134,Census Tract 80.02,56.59990598,0.0,3744,36.1,2443,65.3,205,5.5,33,0.9,576,15.4,0,0.0,18,0.5,207,5.5,262,7.0,3482,93.0,262,7.0,2479,513,20.7,1966,79.3,1.4,2785,2479,89.0,306,11.0,501,20.2,1978,79.8,426,1123,94.2,54.7,3639,276,7.6,55136,22.8,19.3,3613,1378,38.1,1301,136,747,20.5,3.6,34.7,0,0,0,0,55,122,204,120,665500.0,340,95,57,32,0,156,0,1066.0,1923,312,383,187,206,92,743,55,2316,2216,100,1305,402,317,111,120,212,378,253,246,156,284,4.3,66.15,49.21,43.8,0,0,38.6,45.9,bottom
125,173,7200,7200,53033007200,72.0,Census Tract 72,249.63248924,0,16545.7372025582,10873991.231133,72,Census Tract 72,249.63348777,0.0,8862,30.8,5033,56.8,445,5.0,109,1.2,1811,20.4,0,0.0,63,0.7,759,8.6,642,7.2,8629,97.4,233,2.6,5974,1311,21.9,4663,78.1,1.44,6237,5974,95.8,263,4.2,850,14.2,5124,85.8,333,2969,97.8,76.4,8660,270,3.1,98324,8.5,3.4,8654,1277,14.8,3829,477,2582,29.8,5.4,43.2,0,0,0,0,154,278,359,59,494400.0,696,368,172,77,0,79,0,1680.0,5065,943,856,864,714,449,1239,59,6952,6829,123,1407,384,183,376,371,469,536,727,1158,797,973,1.8,35.5,24.98,23.93,0,0,24.5,11.4,second
126,174,7100,7100,53033007100,71.0,Census Tract 71,213.01798353,0,16344.7763167696,9279063.36277859,64,Census Tract 71,213.01883561,0.0,4521,31.6,2934,64.9,143,3.2,2,0.0,686,15.2,8,0.2,0,0.0,204,4.5,544,12.0,4349,96.2,172,3.8,2883,822,28.5,2061,71.5,1.51,3099,2883,93.0,216,7.0,532,18.5,2351,81.5,349,1362,98.8,73.2,4357,330,7.6,81454,8.7,0.0,4495,653,14.5,1587,314,1022,23.5,6.9,35.1,0,0,16,43,164,136,96,77,340600.0,370,119,86,48,61,56,0,1629.0,2288,474,325,365,371,222,531,63,3497,3433,64,694,145,31,112,108,283,459,770,422,203,350,1.8,21.22,14.55,13.53,0,0,23.2,15.1,middle
127,175,5802,5802,53033005802,58.02,Census Tract 58.02,763.62463994,0,51391.758444988205,33263489.315760497,59,Census Tract 58.02,763.62745802,0.0,5680,32.6,4035,71.0,346,6.1,0,0.0,743,13.1,22,0.4,0,0.0,312,5.5,222,3.9,5448,95.9,232,4.1,2858,951,33.3,1907,66.7,1.91,3191,2858,89.6,333,10.4,1020,35.7,1838,64.3,283,2022,98.0,71.7,5327,234,4.4,73836,9.9,5.2,5474,906,16.6,1645,678,1102,20.7,11.9,29.0,21,0,0,17,94,261,513,114,614700.0,716,327,102,50,13,224,0,1525.0,1783,163,442,205,265,135,573,55,3977,3771,206,918,122,38,98,86,512,627,334,528,182,331,5.2,7.44,4.18,3.74,0,0,32.1,31.3,fourth
128,176,7000,7000,53033007000,70.0,Census Tract 70,199.14708252,0,13390.0220571202,8674846.91446094,67,Census Tract 70,199.14787911,0.0,7329,35.6,5931,80.9,81,1.1,55,0.8,706,9.6,60,0.8,0,0.0,269,3.7,227,3.1,7285,99.4,44,0.6,5035,1075,21.4,3960,78.6,1.45,5541,5035,90.9,506,9.1,1487,29.5,3548,70.5,385,2992,96.3,70.4,7106,95,1.3,73317,7.0,0.0,7290,1049,14.4,1398,392,896,12.6,5.3,19.1,0,0,33,19,221,474,338,402,497700.0,921,304,258,136,72,151,0,1210.0,3409,575,585,313,464,561,911,139,5474,5366,108,1463,233,194,253,458,791,676,695,894,340,501,2.0,36.8,27.82,25.28,0,0,26.7,16.4,fourth
129,177,6900,6900,53033006900,69.0,Census Tract 69,223.09765751,0,15642.215133213502,9718133.96111181,63,Census Tract 69,223.0985499,0.0,4964,40.9,4319,87.0,39,0.8,6,0.1,266,5.4,0,0.0,0,0.0,220,4.4,114,2.3,4948,99.7,16,0.3,2299,1247,54.2,1052,45.8,2.15,2373,2299,96.9,74,3.1,1278,55.6,1021,44.4,112,1771,97.0,76.0,4756,28,0.6,109792,4.7,4.3,4948,589,11.9,645,847,289,6.1,17.1,13.0,0,18,18,32,70,154,434,552,879200.0,912,351,128,110,81,242,0,1608.0,1005,112,262,126,192,83,230,16,3041,2987,54,1119,53,95,104,19,212,294,293,416,205,608,1.8,22.25,10.64,10.3,0,0,22.9,26.5,top
130,178,26001,26001,53033026001,260.01,Census Tract 260.01,14.99976991,0,8005.85906932415,653389.977306836,217,Census Tract 260.01,679.02847346,0.0,5950,44.0,2017,33.9,1277,21.5,0,0.0,1960,32.9,0,0.0,0,0.0,169,2.8,527,8.9,5905,99.2,45,0.8,2089,1533,73.4,556,26.6,2.83,2219,2089,94.1,130,5.9,1614,77.3,475,22.7,933,936,84.4,32.3,5603,1002,17.9,86318,4.9,3.1,5950,934,15.7,3933,1158,2167,38.7,19.5,66.1,6,0,20,104,292,777,382,33,382300.0,1096,387,206,106,162,235,12,1681.0,407,0,59,114,18,20,196,68,3120,2987,133,1888,38,20,73,69,128,549,401,453,192,166,4.3,8.76,3.27,3.08,0,0,48.2,21.4,middle
131,179,500,500,53033000500,5.0,Census Tract 5,691.43877239,0,26774.406498570297,30119072.9255016,20,Census Tract 5,691.4415775,230.41489515,3052,53.7,2447,80.2,40,1.3,0,0.0,311,10.2,0,0.0,0,0.0,151,4.9,103,3.4,3027,99.2,25,0.8,1251,950,75.9,301,24.1,2.42,1394,1251,89.7,143,10.3,1177,94.1,74,5.9,180,880,98.1,71.1,2867,112,3.9,135524,3.9,0.7,3052,335,11.0,605,604,353,12.3,19.8,19.8,0,9,0,0,0,234,744,190,690300.0,768,281,142,102,76,167,0,1741.0,46,17,0,0,0,0,29,28,1577,1540,37,966,32,32,52,74,79,92,94,242,194,360,2.3,4.41,2.02,1.81,0,0,63.0,21.7,top
132,184,10900,10900,53033010900,109.0,Census Tract 109,1189.38010995,0,45137.3899078745,51809397.589397706,229,Census Tract 109,1189.38681066,67.44024769,1045,41.0,824,78.9,18,1.7,6,0.6,27,2.6,0,0.0,0,0.0,65,6.2,105,10.0,1045,100.0,0,0.0,620,184,29.7,436,70.3,1.69,697,620,89.0,77,11.0,299,48.2,321,51.8,142,348,94.1,48.5,1023,0,0.0,58611,7.8,0.0,1041,233,22.4,221,64,44,4.3,6.1,21.1,0,0,0,6,94,171,18,10,341900.0,187,45,39,13,15,75,7,988.0,307,12,81,23,43,34,114,14,827,771,56,154,43,20,100,59,56,144,52,110,24,12,6.8,0.88,0.59,0.52,0,0,37.1,40.1,fourth
133,186,11200,11200,53033011200,112.0,Census Tract 112,681.68077275,0,30944.1087589283,29694014.4610282,228,Census Tract 112,684.95537019,56.10799492,3719,34.1,1243,33.4,156,4.2,17,0.5,362,9.7,156,4.2,117,3.1,383,10.3,1285,34.6,3627,97.5,92,2.5,1413,735,52.0,678,48.0,2.57,1541,1413,91.7,128,8.3,561,39.7,852,60.3,676,451,81.3,24.8,3250,655,20.2,35120,36.5,28.0,3575,2207,61.7,2476,1094,1040,32.0,29.4,66.6,29,0,8,49,231,219,25,0,287100.0,343,127,78,64,6,68,5,959.0,848,0,81,85,118,98,466,4,1892,1670,222,741,229,112,140,223,124,273,138,128,39,7,11.7,5.43,2.25,2.06,0,0,55.0,19.8,bottom
134,187,11900,11900,53033011900,119.0,Census Tract 119,773.47807865,0,41622.0569798217,33692705.1058968,221,Census Tract 119,776.55093001,326.18305661,7597,40.5,1821,24.0,1803,23.7,27,0.4,2747,36.2,281,3.7,0,0.0,368,4.8,550,7.2,7534,99.2,63,0.8,2599,1782,68.6,817,31.4,2.9,2686,2599,96.8,87,3.2,1879,72.3,720,27.7,1275,1131,87.9,32.8,7227,1094,15.1,86603,13.8,7.9,7569,1901,25.1,5776,1798,2107,29.2,23.7,76.0,45,0,0,93,493,1014,222,12,361000.0,1476,551,171,176,78,500,0,1298.0,665,101,65,146,39,0,314,55,4446,4235,211,1595,151,65,157,126,236,432,371,614,254,193,4.7,9.78,3.46,3.35,0,0,47.2,33.9,middle
